0.000000000000000000e+00,9.999445368169690429e-01,1.000000000000000048e-04
1.388888888888888942e-03,9.998225539135375817e-01,1.000000000000000048e-04
2.777777777777777884e-03,9.999719709015957303e-01,1.000000000000000048e-04
4.166666666666666609e-03,1.000136146085703670e+00,1.000000000000000048e-04
5.555555555555555768e-03,1.000146496526366668e+00,1.000000000000000048e-04
6.944444444444444926e-03,1.000054282578629161e+00,1.000000000000000048e-04
8.333333333333333218e-03,9.999678549344804823e-01,1.000000000000000048e-04
9.722222222222222376e-03,1.000204052060793547e+00,1.000000000000000048e-04
1.111111111111111154e-02,1.000030261588003233e+00,1.000000000000000048e-04
1.250000000000000069e-02,9.999986841408673444e-01,1.000000000000000048e-04
1.388888888888888985e-02,9.999362440476863290e-01,1.000000000000000048e-04
1.527777777777777901e-02,9.999091000266134843e-01,1.000000000000000048e-04
1.666666666666666644e-02,9.998411712501393822e-01,1.000000000000000048e-04
1.805555555555555733e-02,1.000116560508180319e+00,1.000000000000000048e-04
1.944444444444444475e-02,1.000112312432256179e+00,1.000000000000000048e-04
2.083333333333333565e-02,1.000200740767275054e+00,1.000000000000000048e-04
2.222222222222222307e-02,1.000000092321116973e+00,1.000000000000000048e-04
2.361111111111111049e-02,1.000129744975421620e+00,1.000000000000000048e-04
2.500000000000000139e-02,1.000174706658112367e+00,1.000000000000000048e-04
2.638888888888888881e-02,1.000081300443995680e+00,1.000000000000000048e-04
2.777777777777777971e-02,1.000085250845817342e+00,1.000000000000000048e-04
2.916666666666666713e-02,1.000092298480178332e+00,1.000000000000000048e-04
3.055555555555555802e-02,1.000260607338364416e+00,1.000000000000000048e-04
3.194444444444444892e-02,9.997555822520487467e-01,1.000000000000000048e-04
3.333333333333333287e-02,9.998923084380197945e-01,1.000000000000000048e-04
3.472222222222222376e-02,9.998290545292588538e-01,1.000000000000000048e-04
3.611111111111111466e-02,1.000148753577251082e+00,1.000000000000000048e-04
3.749999999999999861e-02,9.998068650545287595e-01,1.000000000000000048e-04
3.888888888888888951e-02,1.000063550926147737e+00,1.000000000000000048e-04
4.027777777777778040e-02,1.000080155849455199e+00,1.000000000000000048e-04
4.166666666666667129e-02,1.000083459058953350e+00,1.000000000000000048e-04
4.305555555555555525e-02,1.000086092567016749e+00,1.000000000000000048e-04
4.444444444444444614e-02,1.000007753407987865e+00,1.000000000000000048e-04
4.583333333333333703e-02,9.998622589061710864e-01,1.000000000000000048e-04
4.722222222222222099e-02,9.998320620126713854e-01,1.000000000000000048e-04
4.861111111111111188e-02,1.000113763446959680e+00,1.000000000000000048e-04
5.000000000000000278e-02,1.000127869707553074e+00,1.000000000000000048e-04
5.138888888888889367e-02,9.999810899626890848e-01,1.000000000000000048e-04
5.277777777777777762e-02,9.999309401967185762e-01,1.000000000000000048e-04
5.416666666666666852e-02,9.998888902562554915e-01,1.000000000000000048e-04
5.555555555555555941e-02,9.999713102456158076e-01,1.000000000000000048e-04
5.694444444444444337e-02,1.000076086563031375e+00,1.000000000000000048e-04
5.833333333333333426e-02,1.000022413179692871e+00,1.000000000000000048e-04
5.972222222222222515e-02,1.000245333319691676e+00,1.000000000000000048e-04
6.111111111111111605e-02,1.000057813264423556e+00,1.000000000000000048e-04
6.250000000000000000e-02,9.999556846495399887e-01,1.000000000000000048e-04
6.388888888888889783e-02,9.999809372768944105e-01,1.000000000000000048e-04
6.527777777777778179e-02,1.000105311725702384e+00,1.000000000000000048e-04
6.666666666666666574e-02,9.998730108427967833e-01,1.000000000000000048e-04
6.805555555555556357e-02,1.000031217625880098e+00,1.000000000000000048e-04
6.944444444444444753e-02,9.999750312267893237e-01,1.000000000000000048e-04
7.083333333333333148e-02,1.000034112814895959e+00,1.000000000000000048e-04
7.222222222222222932e-02,1.000042269462585010e+00,1.000000000000000048e-04
7.361111111111111327e-02,9.999429400372682464e-01,1.000000000000000048e-04
7.499999999999999722e-02,1.000100776777572920e+00,1.000000000000000048e-04
7.638888888888889506e-02,1.000118488711538633e+00,1.000000000000000048e-04
7.777777777777777901e-02,1.000016552822754923e+00,1.000000000000000048e-04
7.916666666666666297e-02,9.999441729986742189e-01,1.000000000000000048e-04
8.055555555555556080e-02,1.000168062209096931e+00,1.000000000000000048e-04
8.194444444444444475e-02,1.000008818848610925e+00,1.000000000000000048e-04
8.333333333333334259e-02,9.999404138791120333e-01,1.000000000000000048e-04
8.472222222222222654e-02,1.000066505432164021e+00,1.000000000000000048e-04
8.611111111111111049e-02,1.000047957035014701e+00,1.000000000000000048e-04
8.750000000000000833e-02,9.999344927380333647e-01,1.000000000000000048e-04
8.888888888888889228e-02,9.999742849496815467e-01,1.000000000000000048e-04
9.027777777777777624e-02,1.000122841812489227e+00,1.000000000000000048e-04
9.166666666666667407e-02,9.999031180317066170e-01,1.000000000000000048e-04
9.305555555555555802e-02,1.000051985807809629e+00,1.000000000000000048e-04
9.444444444444444198e-02,1.000190775803904142e+00,1.000000000000000048e-04
9.583333333333333981e-02,1.000044629376779959e+00,1.000000000000000048e-04
9.722222222222222376e-02,1.000002051879961495e+00,1.000000000000000048e-04
9.861111111111112160e-02,9.999539491739488639e-01,1.000000000000000048e-04
1.000000000000000056e-01,9.999232229327437160e-01,1.000000000000000048e-04
1.013888888888888895e-01,9.999203614468427093e-01,1.000000000000000048e-04
1.027777777777777873e-01,9.999547693603358933e-01,1.000000000000000048e-04
1.041666666666666713e-01,1.000001665250874527e+00,1.000000000000000048e-04
1.055555555555555552e-01,1.000086529173257022e+00,1.000000000000000048e-04
1.069444444444444531e-01,1.000106279216262051e+00,1.000000000000000048e-04
1.083333333333333370e-01,9.998661350564020944e-01,1.000000000000000048e-04
1.097222222222222210e-01,1.000086502708909642e+00,1.000000000000000048e-04
1.111111111111111188e-01,1.000111496636154618e+00,1.000000000000000048e-04
1.125000000000000028e-01,9.999520132804650130e-01,1.000000000000000048e-04
1.138888888888888867e-01,9.999130950337997703e-01,1.000000000000000048e-04
1.152777777777777846e-01,1.000108008976443807e+00,1.000000000000000048e-04
1.166666666666666685e-01,9.998596436177602520e-01,1.000000000000000048e-04
1.180555555555555663e-01,1.000092068579361948e+00,1.000000000000000048e-04
1.194444444444444503e-01,9.998297982593022937e-01,1.000000000000000048e-04
1.208333333333333343e-01,9.999598355315750808e-01,1.000000000000000048e-04
1.222222222222222321e-01,1.000079390509375665e+00,1.000000000000000048e-04
1.236111111111111160e-01,9.999655323390715944e-01,1.000000000000000048e-04
1.250000000000000000e-01,1.000159617019854785e+00,1.000000000000000048e-04
1.263888888888888840e-01,9.998826679451722210e-01,1.000000000000000048e-04
1.277777777777777957e-01,1.000075886594193442e+00,1.000000000000000048e-04
1.291666666666666796e-01,9.999870151852360278e-01,1.000000000000000048e-04
1.305555555555555636e-01,1.000205571818259198e+00,1.000000000000000048e-04
1.319444444444444475e-01,1.000003553872069961e+00,1.000000000000000048e-04
1.333333333333333315e-01,9.999514958947438581e-01,1.000000000000000048e-04
1.347222222222222154e-01,1.000229745763002276e+00,1.000000000000000048e-04
1.361111111111111271e-01,1.000111973691590661e+00,1.000000000000000048e-04
1.375000000000000111e-01,1.000235331042660825e+00,1.000000000000000048e-04
1.388888888888888951e-01,9.999473164427320482e-01,1.000000000000000048e-04
1.402777777777777790e-01,1.000105536107451565e+00,1.000000000000000048e-04
1.416666666666666630e-01,1.000048827345675795e+00,1.000000000000000048e-04
1.430555555555555747e-01,9.998597340369782538e-01,1.000000000000000048e-04
1.444444444444444586e-01,9.999928077495318091e-01,1.000000000000000048e-04
1.458333333333333426e-01,1.000061657759825806e+00,1.000000000000000048e-04
1.472222222222222265e-01,9.999738764607207786e-01,1.000000000000000048e-04
1.486111111111111105e-01,9.999389618110359201e-01,1.000000000000000048e-04
1.499999999999999944e-01,9.998226774283597296e-01,1.000000000000000048e-04
1.513888888888889062e-01,1.000073375136536047e+00,1.000000000000000048e-04
1.527777777777777901e-01,1.000031971377689732e+00,1.000000000000000048e-04
1.541666666666666741e-01,9.998981671063789101e-01,1.000000000000000048e-04
1.555555555555555580e-01,1.000160102101152360e+00,1.000000000000000048e-04
1.569444444444444420e-01,1.000153944983122489e+00,1.000000000000000048e-04
1.583333333333333259e-01,1.000114231468846482e+00,1.000000000000000048e-04
1.597222222222222376e-01,1.000069821649545831e+00,1.000000000000000048e-04
1.611111111111111216e-01,9.999981976151722796e-01,1.000000000000000048e-04
1.625000000000000056e-01,1.000037554007191298e+00,1.000000000000000048e-04
1.638888888888888895e-01,9.999718335043171757e-01,1.000000000000000048e-04
1.652777777777777735e-01,1.000048873038827946e+00,1.000000000000000048e-04
1.666666666666666852e-01,9.999379569101869425e-01,1.000000000000000048e-04
1.680555555555555691e-01,9.999609058287544094e-01,1.000000000000000048e-04
1.694444444444444531e-01,9.998321628031896502e-01,1.000000000000000048e-04
1.708333333333333370e-01,9.999132470691834973e-01,1.000000000000000048e-04
1.722222222222222210e-01,1.000218709026142516e+00,1.000000000000000048e-04
1.736111111111111049e-01,9.998796902342349524e-01,1.000000000000000048e-04
1.750000000000000167e-01,1.000073999301648087e+00,1.000000000000000048e-04
1.763888888888889006e-01,9.999044309230424865e-01,1.000000000000000048e-04
1.777777777777777846e-01,9.999912193354222323e-01,1.000000000000000048e-04
1.791666666666666685e-01,1.000021402693647810e+00,1.000000000000000048e-04
1.805555555555555525e-01,1.000021879134070257e+00,1.000000000000000048e-04
1.819444444444444642e-01,9.998044963443023514e-01,1.000000000000000048e-04
1.833333333333333481e-01,9.999300146004875822e-01,1.000000000000000048e-04
1.847222222222222321e-01,1.000155720502696299e+00,1.000000000000000048e-04
1.861111111111111160e-01,1.000054886593075842e+00,1.000000000000000048e-04
1.875000000000000000e-01,9.998624848445611946e-01,1.000000000000000048e-04
1.888888888888888840e-01,9.997818126949580275e-01,1.000000000000000048e-04
1.902777777777777957e-01,9.999029457510785202e-01,1.000000000000000048e-04
1.916666666666666796e-01,1.000082026346578612e+00,1.000000000000000048e-04
1.930555555555555636e-01,1.000076302321775135e+00,1.000000000000000048e-04
1.944444444444444475e-01,1.000018527263897283e+00,1.000000000000000048e-04
1.958333333333333315e-01,9.999712426032792978e-01,1.000000000000000048e-04
1.972222222222222432e-01,1.000064891545655810e+00,1.000000000000000048e-04
1.986111111111111271e-01,9.999049185875775736e-01,1.000000000000000048e-04
2.000000000000000111e-01,9.998867527616088768e-01,1.000000000000000048e-04
2.013888888888888951e-01,1.000056199889773456e+00,1.000000000000000048e-04
2.027777777777777790e-01,9.999589397404732294e-01,1.000000000000000048e-04
2.041666666666666630e-01,9.999591872102193690e-01,1.000000000000000048e-04
2.055555555555555747e-01,9.998748999675172167e-01,1.000000000000000048e-04
2.069444444444444586e-01,9.999263425463866817e-01,1.000000000000000048e-04
2.083333333333333426e-01,1.000239504302445015e+00,1.000000000000000048e-04
2.097222222222222265e-01,1.000023859196359499e+00,1.000000000000000048e-04
2.111111111111111105e-01,1.000057810656241886e+00,1.000000000000000048e-04
2.124999999999999944e-01,9.999386584824319080e-01,1.000000000000000048e-04
